TokenId,LastSalePrice,Background,BackgroundRarity,Earring,EarringRarity,Fur,FurRarity,Eyes,EyesRarity,Mouth,MouthRarity,Clothes,ClothesRarity,Hat,HatRarity,LastSaleToken,NumberOfSales,SaleDate,USDPrice,LogUSDPrice,Outlier
7158,1.0,Blue,0.1242,,,White,0.0397,Bored,0.1714,Grin,0.0713,Puffy Vest,0.0227,Army Hat,0.0294,Ether,2.0,2021-06-02 02:27:24.718562,4116.64,8.322792575634239,1
3500,1.5,Gray,0.117,Silver Hoop,0.0882,Zombie,0.0302,Coins,0.0479,Phoneme Vuh,0.0333,Striped Tee,0.0412,Cowboy Hat,0.0354,Ether,1.0,2021-06-02 02:49:31.833533,6142.424999999999,8.722974894308582,1
2592,1.179,Orange,0.1273,Silver Stud,0.0823,Black,0.1229,Bloodshot,0.0846,Phoneme Vuh,0.0333,Vietnam Jacket,0.0224,Beanie,0.0578,Ether,2.0,2021-06-02 03:10:14.599063,4827.94605,8.48217640775565,1
3911,1.25,Aquamarine,0.1266,,,Blue,0.049,Eyepatch,0.0333,Bored,0.2272,,,Stuntman Helmet,0.0157,Ether,1.0,2021-06-02 03:17:46.543348,5118.6875,8.540653337514627,1
1240,2.4,Yellow,0.1283,Gold Stud,0.0439,Black,0.1229,Sunglasses,0.0352,Bored Pipe,0.0132,Lumberjack Shirt,0.0213,Bayc Hat Black,0.0228,Ether,2.0,2021-06-02 03:18:14.220095,9827.88,9.192978523554316,1
1979,1.24,Army Green,0.1243,,,Black,0.1229,Closed,0.071,Bored,0.2272,Puffy Vest,0.0227,Stuntman Helmet,0.0157,Ether,4.0,2021-06-02 03:20:35.388309,5077.737999999999,8.532621165817362,1
2675,1.1399801678108314,Aquamarine,0.1266,Silver Stud,0.0823,Pink,0.0511,Sleepy,0.0751,Dumbfounded,0.0505,Sleeveless T,0.0252,Cowboy Hat,0.0354,Ether,2.0,2021-06-02 03:25:22.811204,4668.161788176964,8.448520651798333,1
2927,1.25,New Punk Blue,0.1232,Gold Hoop,0.0462,Gray,0.0496,Wide Eyed,0.0549,Bored Unshaven Cigarette,0.0438,Biker Vest,0.0253,,,Ether,3.0,2021-06-02 03:28:53.303913,5118.6875,8.540653337514627,1
3380,1.3,New Punk Blue,0.1232,,,Blue,0.049,Scumbag,0.0233,Phoneme Vuh,0.0333,Leather Jacket,0.0206,Safari,0.0182,Ether,3.0,2021-06-02 03:34:23.948839,5323.435,8.579874050667907,1
6585,1.3,Orange,0.1273,,,Dark Brown,0.1352,Sleepy,0.0751,Bored Cigarette,0.071,Striped Tee,0.0412,Prussian Helmet,0.013,Ether,2.0,2021-06-02 03:49:54.170142,5351.6320000000005,8.58515684010173,1
6592,1.5,Orange,0.1273,,,Blue,0.049,Heart,0.0394,Bored Party Horn,0.0088,Black T,0.0334,Vietnam Era Helmet,0.0223,Ether,1.0,2021-06-02 04:05:25.034125,6174.960000000001,8.728257683742404,1
1636,1.3,Army Green,0.1243,Gold Hoop,0.0462,Cream,0.0636,Angry,0.0432,Phoneme Oh,0.0237,Leather Jacket,0.0206,Seaman's Hat,0.042,Ether,3.0,2021-06-02 04:23:01.735704,5323.435,8.579874050667907,1
4480,1.1999,Yellow,0.1283,,,Red,0.0474,Wide Eyed,0.0549,Bored Unshaven,0.1551,Tuxedo Tee,0.0235,Safari,0.0182,Ether,2.0,2021-06-02 04:26:52.939384,4913.530505,8.499748006188623,1
4836,1.4,Blue,0.1242,,,Golden Brown,0.0778,Bored,0.1714,Bored Unshaven,0.1551,Tie Dye,0.0144,Bayc Flipped Brim,0.0231,Ether,1.0,2021-06-02 04:33:06.914294,5763.296,8.659264812255453,1
5039,1.25,Army Green,0.1243,,,Dark Brown,0.1352,Robot,0.035,Bored Cigarette,0.071,,,Fez,0.0377,Ether,1.0,2021-06-02 04:39:34.363115,5145.8,8.54593612694845,1
8412,1.25,Blue,0.1242,,,Red,0.0474,Bored,0.1714,Bored,0.2272,Smoking Jacket,0.0221,Fisherman's Hat,0.0345,Ether,1.0,2021-06-02 04:46:15.052608,5145.8,8.54593612694845,1
2265,0.08,New Punk Blue,0.1232,,,Dark Brown,0.1352,Closed,0.071,Grin,0.0713,,,Horns,0.0252,Ether,1.0,2021-06-02 05:02:58.012692,327.596,5.791781141892161,1
3874,1.22,Gray,0.117,,,Brown,0.137,Coins,0.0479,Bored Unshaven,0.1551,Smoking Jacket,0.0221,Horns,0.0252,Ether,1.0,2021-06-02 05:18:31.342975,4995.839,8.516360644945582,1
7948,5.3,Orange,0.1273,Silver Hoop,0.0882,Robot,0.0265,Bloodshot,0.0846,Bored Unshaven Kazoo,0.0061,Black Holes T,0.0205,Faux Hawk,0.0136,Ether,1.0,2021-06-02 05:33:36.023209,21818.192000000003,9.990499396192316,1
5449,4.0,Yellow,0.1283,,,Dark Brown,0.1352,Bored,0.1714,Bored,0.2272,Tweed Suit,0.0141,King's Crown,0.0077,Ether,1.0,2021-06-02 05:53:09.058749,16466.56,9.70908693675413,1
2492,1.25,Aquamarine,0.1266,,,Dark Brown,0.1352,Heart,0.0394,Bored Unshaven Cigarette,0.0438,Striped Tee,0.0412,Beanie,0.0578,Ether,1.0,2021-06-02 05:53:31.681411,5118.6875,8.540653337514627,1
5447,2.75,New Punk Blue,0.1232,,,Death Bot,0.0175,Sleepy,0.0751,Bored Cigarette,0.071,Puffy Vest,0.0227,Bayc Flipped Brim,0.0231,Ether,1.0,2021-06-02 05:54:39.264033,11320.76,9.334393487312719,1
3220,1.3,Army Green,0.1243,,,Brown,0.137,Robot,0.035,Phoneme  ooo,0.0255,,,Party Hat 1,0.012,Ether,1.0,2021-06-02 06:04:40.957745,5323.435,8.579874050667907,1
4154,1.49,Army Green,0.1243,,,Gray,0.0496,Bored,0.1714,Bored,0.2272,,,Bayc Hat Black,0.0228,Ether,1.0,2021-06-02 06:20:25.413501,6101.4755,8.716285906157784,1
1897,1.25,Orange,0.1273,,,Dark Brown,0.1352,Sleepy,0.0751,Phoneme Vuh,0.0333,Bone Necklace,0.0203,Sushi Chef Headband,0.0187,Ether,1.0,2021-06-02 06:50:25.345062,5118.6875,8.540653337514627,1
1997,1.18,Gray,0.117,,,Brown,0.137,Crazy,0.0407,Small Grin,0.0272,Sailor Shirt,0.0284,Sea Captain's Hat,0.0304,Ether,1.0,2021-06-02 06:56:33.012580,4832.040999999999,8.48302422467799,1
173,3.69,Yellow,0.1283,,,Blue,0.049,Bored,0.1714,Bored,0.2272,Guayabera,0.0232,Bayc Flipped Brim,0.0231,Ether,1.0,2021-06-02 07:13:59.300625,14920.884,9.610517121332338,1
2418,1.5,New Punk Blue,0.1232,Gold Hoop,0.0462,Zombie,0.0302,Heart,0.0394,Discomfort,0.0208,Toga,0.0202,,,Ether,1.0,2021-06-02 07:17:52.744580,6142.424999999999,8.722974894308582,1
4604,1.5,Aquamarine,0.1266,Diamond Stud,0.0222,Black,0.1229,Eyepatch,0.0333,Bored,0.2272,Wool Turtleneck,0.024,Army Hat,0.0294,Ether,3.0,2021-06-02 07:34:36.730238,6174.960000000001,8.728257683742404,1
2506,5.0,New Punk Blue,0.1232,Gold Stud,0.0439,Brown,0.137,Laser Eyes,0.0069,Bored,0.2272,Bone Necklace,0.0203,Army Hat,0.0294,Ether,1.0,2021-06-02 07:36:19.570510,20474.75,9.926947698634518,1
6142,2.5,New Punk Blue,0.1232,,,Black,0.1229,X Eyes,0.0243,Bored,0.2272,Pimp Coat,0.008,Party Hat 2,0.0107,Wrapped Ether,1.0,2021-06-02 08:15:08.483381,10309.325,9.240804104450653,1
1942,1.25,Blue,0.1242,,,Red,0.0474,Heart,0.0394,Grin,0.0713,Tanktop,0.0235,Sea Captain's Hat,0.0304,Ether,1.0,2021-06-02 08:31:14.968383,5118.6875,8.540653337514627,1
2462,1.35,Purple,0.1291,,,Cheetah,0.0406,Bored,0.1714,Tongue Out,0.0202,Bayc T Black,0.0215,Fisherman's Hat,0.0345,Ether,1.0,2021-06-02 09:18:02.459854,5528.1825,8.617614378650755,1
6143,1.05,Orange,0.1273,,,Brown,0.137,Closed,0.071,Grin,0.0713,Striped Tee,0.0412,Fisherman's Hat,0.0345,Ether,2.0,2021-06-02 10:20:55.299024,4322.472000000001,8.37158273980367,1
8024,2.99,Aquamarine,0.1266,Silver Hoop,0.0882,Black,0.1229,Heart,0.0394,Phoneme Vuh,0.0333,Puffy Vest,0.0227,Trippy Captain's Hat,0.0065,Ether,1.0,2021-06-02 14:04:31.608005,12308.753600000002,9.418065963036835,1
72,1.2999,Yellow,0.1283,Gold Stud,0.0439,Blue,0.049,Bloodshot,0.0846,Bored,0.2272,Prison Jumpsuit,0.0235,Horns,0.0252,Ether,2.0,2021-06-02 15:38:59.252881,5256.27564,8.567178001711738,1
1719,1.48,Blue,0.1242,,,Cheetah,0.0406,Scumbag,0.0233,Bored Unshaven Cigarette,0.0438,Bone Tee,0.023,Party Hat 2,0.0107,Ether,2.0,2021-06-02 16:10:38.625811,6060.526,8.70955187397644,1
5782,0.9925,Orange,0.1273,,,Dark Brown,0.1352,Crazy,0.0407,Bored,0.2272,Navy Striped Tee,0.0334,,,Ether,2.0,2021-06-02 16:15:14.447055,4085.7652000000007,8.315264309213449,1
2986,1.23,Aquamarine,0.1266,Cross,0.0149,Robot,0.0265,Bored,0.1714,Bored,0.2272,Kings Robe,0.0068,Party Hat 2,0.0107,Wrapped Ether,1.0,2021-06-02 16:18:10.117496,5036.0628,8.524379865300942,1
9377,2.864025105714096,Purple,0.1291,,,Pink,0.0511,Angry,0.0432,Dumbfounded,0.0505,,,Trippy Captain's Hat,0.0065,Ether,2.0,2021-06-02 16:28:14.252574,11771.45822724656,9.373433086144003,1
8749,1.326328718177758,Purple,0.1291,,,Blue,0.049,Bored,0.1714,Bored Unshaven Cigarette,0.0438,Black Holes T,0.0205,Party Hat 1,0.012,Ether,2.0,2021-06-02 17:01:31.336044,5451.356927869584,8.603619834258263,1
8485,1.4,New Punk Blue,0.1232,Silver Stud,0.0823,Brown,0.137,Sunglasses,0.0352,Bored,0.2272,,,Spinner Hat,0.0181,Ether,3.0,2021-06-02 17:13:02.336540,5763.296,8.659264812255453,1
3908,1.33,Blue,0.1242,,,Zombie,0.0302,Sleepy,0.0751,Bored Unshaven,0.1551,Cowboy Shirt,0.0119,Stuntman Helmet,0.0157,Ether,1.0,2021-06-02 17:56:54.306190,5446.2835000000005,8.60268872843408,1
7566,0.99,Gray,0.117,Silver Hoop,0.0882,Red,0.0474,Wide Eyed,0.0549,Bored,0.2272,Bone Necklace,0.0203,Fisherman's Hat,0.0345,Ether,2.0,2021-06-02 18:19:44.713347,4075.4736,8.312742239780738,1
5472,0.9,Blue,0.1242,,,White,0.0397,Scumbag,0.0233,Phoneme  ooo,0.0255,Biker Vest,0.0253,Fisherman's Hat,0.0345,Ether,3.0,2021-06-02 18:51:48.516368,3704.976000000001,8.217432059976414,1
4567,1.2,Blue,0.1242,,,Black,0.1229,Wide Eyed,0.0549,Bored Cigarette,0.071,Biker Vest,0.0253,Bayc Flipped Brim,0.0231,Ether,4.0,2021-06-02 18:56:28.433983,4939.968,8.505114132428194,1
6689,0.885,Blue,0.1242,,,Tan,0.0626,Closed,0.071,Phoneme Wah,0.0163,Tanktop,0.0235,Prussian Helmet,0.013,Ether,3.0,2021-06-02 19:10:37.222308,3643.226400000001,8.200624941660033,1
5456,5.0,Orange,0.1273,Silver Hoop,0.0882,Cheetah,0.0406,Bloodshot,0.0846,Grin Gold Grill,0.0091,Cowboy Shirt,0.0119,Bandana Blue,0.0089,Ether,1.0,2021-06-02 19:32:44.523097,20583.2,9.93223048806834,-1
8639,2.0,Army Green,0.1243,,,Blue,0.049,Holographic,0.0151,Bored Unshaven Bubblegum,0.0065,Caveman Pelt,0.0163,Fez,0.0377,Ether,1.0,2021-06-02 19:42:48.204111,8220.22,9.014352251682343,1
2626,1.75,Aquamarine,0.1266,,,White,0.0397,Bored,0.1714,Grin,0.0713,Bayc T Red,0.014,Fez,0.0377,Ether,1.0,2021-06-02 19:50:30.530284,7166.162499999999,8.877125574135839,1
5921,1.3,Purple,0.1291,Silver Stud,0.0823,Dark Brown,0.1352,Bloodshot,0.0846,Bored Cigarette,0.071,,,Spinner Hat,0.0181,Wrapped Ether,3.0,2021-06-02 20:02:15.501208,5360.848999999999,8.586877637043989,1
6562,1.29,Blue,0.1242,Diamond Stud,0.0222,Dark Brown,0.1352,Blindfold,0.0264,Bored,0.2272,,,Bayc Hat Black,0.0228,Ether,2.0,2021-06-02 20:06:33.051833,5310.4656,8.57743479400782,1
8517,0.92,New Punk Blue,0.1232,Gold Hoop,0.0462,Red,0.0474,X Eyes,0.0243,Bored Unshaven,0.1551,Prison Jumpsuit,0.0235,,,Ether,2.0,2021-06-02 20:26:13.724087,3787.3088,8.23941096669519,1
475,2.6,Gray,0.117,,,Brown,0.137,3d,0.0487,Bored Cigarette,0.071,,,Bayc Hat Black,0.0228,Wrapped Ether,1.0,2021-06-02 20:47:21.476413,10513.282,9.26039468914835,1
737,0.925,Army Green,0.1243,,,Cream,0.0636,Bored,0.1714,Bored Unshaven,0.1551,Prom Dress,0.0103,,,Ether,5.0,2021-06-02 21:13:52.897093,3787.82875,8.239548244730706,1
6157,1.1678,Army Green,0.1243,Silver Hoop,0.0882,Gray,0.0496,Closed,0.071,Bored Unshaven Pipe,0.0101,Bone Necklace,0.0203,Beanie,0.0578,Ether,2.0,2021-06-02 21:28:37.400560,4807.412192,8.47791421250154,1
2019,1.59,New Punk Blue,0.1232,Diamond Stud,0.0222,Dark Brown,0.1352,Hypnotized,0.022,Phoneme  ooo,0.0255,Leather Punk Jacket,0.0153,Cowboy Hat,0.0354,Ether,4.0,2021-06-02 21:30:14.781332,6510.9705,8.781243802432558,1
4561,1.2,Army Green,0.1243,Diamond Stud,0.0222,Brown,0.137,Sunglasses,0.0352,Bored Unshaven,0.1551,Sleeveless T,0.0252,Halo,0.0324,Ether,1.0,2021-06-02 21:54:26.155255,4939.968,8.505114132428194,1
3981,0.91,Purple,0.1291,Silver Hoop,0.0882,Pink,0.0511,Bloodshot,0.0846,Bored Unshaven Cigarette,0.0438,Tuxedo Tee,0.0235,Sea Captain's Hat,0.0304,Ether,1.0,2021-06-02 21:54:47.601410,3726.4045,8.223199106729176,1
3983,0.91,New Punk Blue,0.1232,,,Zombie,0.0302,Bloodshot,0.0846,Bored Cigarette,0.071,,,Fisherman's Hat,0.0345,Ether,1.0,2021-06-02 21:57:09.053311,3726.4045,8.223199106729176,1
1306,1.5,Aquamarine,0.1266,Silver Stud,0.0823,Dark Brown,0.1352,Bored,0.1714,Jovial,0.0296,Striped Tee,0.0412,Sea Captain's Hat,0.0304,Ether,1.0,2021-06-02 21:58:44.572669,6142.424999999999,8.722974894308582,1
4374,1.94,Aquamarine,0.1266,,,Dmt,0.0215,Bored,0.1714,Tongue Out,0.0202,Stunt Jacket,0.0178,Beanie,0.0578,Ether,3.0,2021-06-02 22:04:08.948274,7944.202999999999,8.980197759275654,1
3982,0.95,Aquamarine,0.1266,Gold Hoop,0.0462,Black,0.1229,Sleepy,0.0751,Bored Party Horn,0.0088,Striped Tee,0.0412,Army Hat,0.0294,Ether,1.0,2021-06-02 22:07:29.350929,3890.2025,8.266216491812866,1
1139,1.0,Yellow,0.1283,,,Pink,0.0511,Bloodshot,0.0846,Bored Unshaven,0.1551,Navy Striped Tee,0.0334,Bandana Blue,0.0089,Ether,3.0,2021-06-02 22:37:46.011499,4094.95,8.317509786200416,1
2579,1.99,Orange,0.1273,,,Dmt,0.0215,Heart,0.0394,Bored Cigarette,0.071,Guayabera,0.0232,Bowler,0.0262,Ether,1.0,2021-06-02 22:49:24.285115,8148.9505,9.005644424936818,1
2692,3.5,Yellow,0.1283,,,Cream,0.0636,Wide Eyed,0.0549,Dumbfounded,0.0505,Bayc T Red,0.014,Trippy Captain's Hat,0.0065,Ether,1.0,2021-06-02 22:49:30.477320,14332.325,9.570272754695784,-1
3808,1.0,Orange,0.1273,Gold Hoop,0.0462,Pink,0.0511,Wide Eyed,0.0549,Phoneme Vuh,0.0333,Tanktop,0.0235,Fez,0.0377,Wrapped Ether,4.0,2021-06-02 23:02:48.883679,4094.36,8.317365695916616,1
3297,1.49,Orange,0.1273,Gold Stud,0.0439,Cream,0.0636,3d,0.0487,Grin,0.0713,Caveman Pelt,0.0163,Bayc Flipped Brim,0.0231,Ether,1.0,2021-06-02 23:09:16.544667,6101.4755,8.716285906157784,1
1970,1.3,New Punk Blue,0.1232,,,Zombie,0.0302,Closed,0.071,Grin,0.0713,Toga,0.0202,Sushi Chef Headband,0.0187,Ether,1.0,2021-06-02 23:47:31.907131,5323.435,8.579874050667907,1
1722,1.1,Aquamarine,0.1266,Silver Hoop,0.0882,Cheetah,0.0406,Bloodshot,0.0846,Bored Unshaven,0.1551,,,Seaman's Hat,0.042,Ether,1.0,2021-06-02 23:52:01.010959,4504.445,8.412819966004742,1
2467,1.25,Orange,0.1273,,,Brown,0.137,Bored,0.1714,Phoneme Wah,0.0163,Leather Punk Jacket,0.0153,Bowler,0.0262,Ether,1.0,2021-06-02 23:55:04.561035,5118.6875,8.540653337514627,1
6159,1.84,Orange,0.1273,,,Tan,0.0626,Bloodshot,0.0846,Dumbfounded,0.0505,,,,,Ether,2.0,2021-06-02 23:59:13.137752,7574.6176,8.932558147255133,1
2417,1.1,Yellow,0.1283,,,Blue,0.049,Robot,0.035,Bored Unshaven Cigarette,0.0438,Puffy Vest,0.0227,,,Ether,1.0,2021-06-03 00:10:50.821794,4504.445,8.412819966004742,1
6581,1.4106,Aquamarine,0.1266,,,Black,0.1229,Crazy,0.0407,Bored Unshaven,0.1551,Space Suit,0.0105,Girl's Hair Short,0.015,Ether,2.0,2021-06-03 00:11:05.892907,5806.932384000001,8.666807721426181,1
838,2.39,Yellow,0.1283,,,Dmt,0.0215,Bored,0.1714,Bored Unshaven Cigarette,0.0438,Admirals Coat,0.0064,Vietnam Era Helmet,0.0223,Ether,2.0,2021-06-03 00:27:11.348731,9786.9305,9.188803152143837,1
8418,0.99,Blue,0.1242,Gold Stud,0.0439,Brown,0.137,Sad,0.0551,Bored Cigarette,0.071,Black T,0.0334,Halo,0.0324,Ether,2.0,2021-06-03 01:10:38.826803,4075.4736,8.312742239780738,1
9640,0.87,Yellow,0.1283,Gold Hoop,0.0462,Dark Brown,0.1352,Sleepy,0.0751,Bored Unshaven,0.1551,Wool Turtleneck,0.024,Seaman's Hat,0.042,Ether,2.0,2021-06-03 01:12:55.629259,3575.7957,8.181943003788891,1
5735,0.99,Yellow,0.1283,,,Black,0.1229,Wide Eyed,0.0549,Grin,0.0713,Hawaiian,0.0283,,,Ether,2.0,2021-06-03 01:37:18.477329,4075.4736,8.312742239780738,1
8666,3.0,Army Green,0.1243,Diamond Stud,0.0222,Pink,0.0511,Coins,0.0479,Bored Unshaven,0.1551,Smoking Jacket,0.0221,Girl's Hair Pink,0.0105,Ether,1.0,2021-06-03 01:37:36.048581,12330.329999999998,9.419817359790509,1
2679,1.31,Purple,0.1291,,,Cream,0.0636,Bloodshot,0.0846,Bored,0.2272,Bone Necklace,0.0203,Sushi Chef Headband,0.0187,Ether,3.0,2021-06-03 01:47:37.320934,5364.3845,8.587536923413477,1
4313,1.0,New Punk Blue,0.1232,,,White,0.0397,Bored,0.1714,Bored Unshaven Cigarette,0.0438,Hawaiian,0.0283,Commie Hat,0.0304,Ether,2.0,2021-06-03 02:14:34.742256,4094.95,8.317509786200416,1
3649,0.83,New Punk Blue,0.1232,,,Tan,0.0626,Closed,0.071,Bored,0.2272,Prison Jumpsuit,0.0235,Seaman's Hat,0.042,Ether,2.0,2021-06-03 02:30:28.223334,3398.8085,8.131180208008924,1
4239,4.0,Gray,0.117,,,Black,0.1229,Closed,0.071,Bored Pizza,0.005,,,Seaman's Hat,0.042,Wrapped Ether,3.0,2021-06-03 02:48:25.057677,16377.44,9.703660057036506,-1
6255,1.5,Purple,0.1291,Diamond Stud,0.0222,Cream,0.0636,3d,0.0487,Bored Cigarette,0.071,Work Vest,0.0188,Prussian Helmet,0.013,Ether,5.0,2021-06-03 02:54:24.401829,6174.960000000001,8.728257683742404,1
3922,0.8697,Gray,0.117,,,Dark Brown,0.1352,X Eyes,0.0243,Grin,0.0713,Caveman Pelt,0.0163,,,Ether,3.0,2021-06-03 03:11:35.529025,3561.378015,8.177902831813999,1
6019,0.95,New Punk Blue,0.1232,,,Brown,0.137,Crazy,0.0407,Bored Unshaven Pipe,0.0101,Tuxedo Tee,0.0235,Cowboy Hat,0.0354,Ether,2.0,2021-06-03 03:37:59.742107,3910.808,8.271499281246689,1
9581,0.89,Orange,0.1273,,,Tan,0.0626,Eyepatch,0.0333,Phoneme L,0.0241,,,Fisherman's Hat,0.0345,Ether,3.0,2021-06-03 03:38:36.115075,3657.9979,8.204671254866447,1
7075,1.5,Yellow,0.1283,Silver Hoop,0.0882,Robot,0.0265,Scumbag,0.0233,Bored,0.2272,,,Seaman's Hat,0.042,Ether,5.0,2021-06-03 03:41:09.692528,6174.960000000001,8.728257683742404,1
6151,1.65,Purple,0.1291,Silver Stud,0.0823,Death Bot,0.0175,Eyepatch,0.0333,Bored Unshaven,0.1551,,,Army Hat,0.0294,Ether,2.0,2021-06-03 04:14:18.117786,6792.456,8.823567863546728,1
3510,0.9,Orange,0.1273,,,Black,0.1229,Sleepy,0.0751,Phoneme Vuh,0.0333,,,Safari,0.0182,Ether,2.0,2021-06-03 04:47:22.400423,3685.455,8.212149270542591,1
4842,1.03,Blue,0.1242,,,Pink,0.0511,Bloodshot,0.0846,Bored,0.2272,,,Beanie,0.0578,Ether,4.0,2021-06-03 05:13:40.804984,4240.1392000000005,8.352351377875785,1
1941,1.3,Orange,0.1273,Gold Hoop,0.0462,Cream,0.0636,Sad,0.0551,Bored Unshaven,0.1551,Tweed Suit,0.0141,Army Hat,0.0294,Ether,1.0,2021-06-03 06:05:26.011784,5323.435,8.579874050667907,1
6155,1.7999,Blue,0.1242,,,Dmt,0.0215,3d,0.0487,Phoneme  ooo,0.0255,Bone Tee,0.023,Fez,0.0377,Ether,2.0,2021-06-03 07:33:16.400014,7409.540336000001,8.910523683437535,1
1211,0.9,Orange,0.1273,,,Gray,0.0496,Blindfold,0.0264,Bored,0.2272,,,Safari,0.0182,Ether,7.0,2021-06-03 07:43:36.820955,3685.455,8.212149270542591,1
6820,1.45,Army Green,0.1243,,,Tan,0.0626,Bored,0.1714,Bored Cigarette,0.071,Hawaiian,0.0283,,,Ether,2.0,2021-06-03 07:57:16.038090,5969.128000000001,8.694356132066723,1
5669,1.9,Gray,0.117,Silver Stud,0.0823,Cheetah,0.0406,Holographic,0.0151,Discomfort,0.0208,Prison Jumpsuit,0.0235,,,Ether,5.0,2021-06-03 08:10:15.951526,7821.616,8.964646461806634,1
2639,4.0,Orange,0.1273,Silver Hoop,0.0882,White,0.0397,Blindfold,0.0264,Bored,0.2272,Tuxedo Tee,0.0235,Bayc Hat Black,0.0228,Ether,2.0,2021-06-03 08:52:20.060348,16379.8,9.703804147320307,-1
7264,0.74,Gray,0.117,,,Dark Brown,0.1352,Sad,0.0551,Bored,0.2272,,,Stuntman Helmet,0.0157,Ether,1.0,2021-06-03 09:16:42.920367,3046.3136000000004,8.021687482850318,1
6524,1.5,Blue,0.1242,,,Brown,0.137,Robot,0.035,Bored Cigarette,0.071,,,Halo,0.0324,Wrapped Ether,2.0,2021-06-03 11:25:12.680173,6185.594999999999,8.729978480684663,1
3957,0.9,Gray,0.117,,,Golden Brown,0.0778,Wide Eyed,0.0549,Bored Cigarette,0.071,,,Vietnam Era Helmet,0.0223,Ether,2.0,2021-06-03 11:26:12.766870,3685.455,8.212149270542591,1
4570,0.99,Yellow,0.1283,,,Dark Brown,0.1352,Coins,0.0479,Grin,0.0713,Navy Striped Tee,0.0334,,,Ether,3.0,2021-06-03 11:46:19.431672,4075.4736,8.312742239780738,1
3758,1.0999,New Punk Blue,0.1232,,,Cream,0.0636,Closed,0.071,Bored Unshaven,0.1551,Sailor Shirt,0.0284,Bunny Ears,0.0195,Ether,2.0,2021-06-03 12:34:43.520376,4504.035505,8.412729052781351,1
8577,5.5,Purple,0.1291,Gold Hoop,0.0462,Cheetah,0.0406,Scumbag,0.0233,Bored Unshaven Cigar,0.0094,Work Vest,0.0188,Commie Hat,0.0304,Ether,1.0,2021-06-03 12:36:27.907681,22605.605,10.025953163360825,-1
6208,1.69,Gray,0.117,Gold Hoop,0.0462,Gray,0.0496,Sad,0.0551,Grin Multicolored,0.0116,Tweed Suit,0.0141,Horns,0.0252,Ether,2.0,2021-06-03 13:02:41.992916,6957.1216,8.847521104569221,1
3473,1.075,Purple,0.1291,,,Cream,0.0636,Scumbag,0.0233,Phoneme  ooo,0.0255,Lumberjack Shirt,0.0213,,,Ether,3.0,2021-06-03 13:36:04.866189,4402.07125,8.389830447780042,1
23,23.0,Aquamarine,0.1266,,,Trippy,0.0077,Bored,0.1714,Bored Pipe,0.0132,,,Beanie,0.0578,Ether,2.0,2021-06-03 13:40:31.693506,93002.8,11.440384879209052,-1
4382,1.1,Yellow,0.1283,,,Brown,0.137,Closed,0.071,Bored Cigarette,0.071,Stunt Jacket,0.0178,Prussian Helmet,0.013,Ether,1.0,2021-06-03 14:12:49.251653,4504.445,8.412819966004742,1
6144,1.2492,Blue,0.1242,Silver Hoop,0.0882,Black,0.1229,Bloodshot,0.0846,Small Grin,0.0272,Vietnam Jacket,0.0224,Bandana Blue,0.0089,Ether,2.0,2021-06-03 15:11:36.665367,5142.506688,8.545295922061026,1
7413,1.4849,Blue,0.1242,,,Black,0.1229,Sleepy,0.0751,Rage,0.0266,Bayc T Red,0.014,,,Ether,3.0,2021-06-03 15:20:17.133208,6112.798736000001,8.718140005554119,1
5070,2.999,Aquamarine,0.1266,Silver Hoop,0.0882,Red,0.0474,Robot,0.035,Bored,0.2272,,,Trippy Captain's Hat,0.0065,Ether,3.0,2021-06-03 16:01:50.590357,12345.803360000002,9.421071475401112,1
7225,1.1,Purple,0.1291,,,Pink,0.0511,Bored,0.1714,Bored,0.2272,Black T,0.0334,Beanie,0.0578,Ether,3.0,2021-06-03 16:10:46.116175,4528.304000000001,8.418102755438564,1
8812,0.9,Yellow,0.1283,,,Black,0.1229,Sad,0.0551,Bored,0.2272,Biker Vest,0.0253,Army Hat,0.0294,Ether,2.0,2021-06-03 16:15:43.298732,3699.099,8.215844555464573,1
6399,1.19,Gray,0.117,,,Dark Brown,0.1352,Holographic,0.0151,Bored,0.2272,Blue Dress,0.0095,Fez,0.0377,Ether,2.0,2021-06-03 16:15:52.007871,4898.8016,8.496745882757677,1
3182,0.9,Army Green,0.1243,,,Tan,0.0626,Bloodshot,0.0846,Bored Cigarette,0.071,Striped Tee,0.0412,Army Hat,0.0294,Ether,2.0,2021-06-03 16:22:07.999837,3685.455,8.212149270542591,1
5753,0.9,Orange,0.1273,,,Dark Brown,0.1352,Wide Eyed,0.0549,Phoneme L,0.0241,,,Army Hat,0.0294,Ether,3.0,2021-06-03 16:29:31.255948,3704.976000000001,8.217432059976414,1
4443,1.3,Purple,0.1291,,,Cheetah,0.0406,3d,0.0487,Bored,0.2272,Guayabera,0.0232,,,Ether,2.0,2021-06-03 18:25:31.336622,5323.435,8.579874050667907,1
1797,1.1,Army Green,0.1243,Silver Hoop,0.0882,Dark Brown,0.1352,Heart,0.0394,Bored Unshaven,0.1551,Tanktop,0.0235,,,Ether,1.0,2021-06-03 18:29:40.558848,4504.445,8.412819966004742,1
7332,1.99,Gray,0.117,,,White,0.0397,Wide Eyed,0.0549,Small Grin,0.0272,,,Cowboy Hat,0.0354,Ether,2.0,2021-06-03 18:56:57.369513,8192.1136,9.010927214370641,1
